id,slug,name,symbol,cmc_rank,type,platform_name,token_address,total_supply,circulating_supply,max_supply,price,market_cap,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,tags,whitepaper_url,date_added,last_updated
1720,iota,IOTA,IOTA,103,coin,,,4600000000,4041897028,,0.19788403951290215,799826911.1958338,22272592.10873472,31.6245,0.24690989,5.1555024,2.44397739,dag;real-world-assets-protocols;layer-1;dwf-labs-portfolio;move-vm;2017-2018-alt-season;binance-ecosystem;binance-listing,https://iota.org/IOTA_Whitepaper.pdf,2017-06-13T00:00:00.000Z,2025-09-18T18:33:00.000Z
28541,jito,Jito,JTO,104,token,Solana,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,999999667.7188687,378694080.1,,2.06136100726556,780625210.4004407,137374466.76283485,274.3274,-0.49951714,12.39326414,13.30659297,defi;staking;dao;solana-ecosystem;liquid-staking-derivatives;cmc-crypto-yearbook-2024-2025;binance-ecosystem;binance-listing,,2023-12-07T16:04:41.000Z,2025-09-18T18:33:00.000Z
36462,vaulta,Vaulta,A,105,coin,,,2100000000,1591629291.4878,2100000000,0.48826517082604565,777137147.9000286,51609914.30928975,48.6042,0.25604968,3.06453468,4.87531456,medium-of-exchange;enterprise-solutions;defi;smart-contracts;eos-ecosystem;fenbushi-capital-portfolio;galaxy-digital-portfolio;dwf-labs-portfolio;2017-2018-alt-season;made-in-america;binance-ecosystem;binance-listing;wlfi-ecosystem,,2025-05-28T09:48:03.000Z,2025-09-18T18:33:00.000Z
30083,aethir,Aethir,ATH,106,token,Ethereum,0xbe0ed4138121ecfc5c0e56b40517da27e6c5226b,42000000000,12210160394,42000000000,0.06348729235888168,775190022.6827159,137121622.15234604,-19.7594,-1.72770073,0.82015219,37.15607801,ai-big-data;distributed-computing;ethereum-ecosystem;solana-ecosystem;arbitrum-ecosystem;depin;binance-alpha;cmc-crypto-yearbook-2024-2025;binance-ecosystem;binance-listing,https://aethir.gitbook.io/aethir/ljvx8d8ee4ElPliP31K1,2024-06-12T02:20:00.000Z,2025-09-18T18:33:00.000Z
8425,jasmy,JasmyCoin,JASMY,107,token,Ethereum,0x7420B4b9a0110cdC71fB720908340C03F9Bc03EC,50000000000,49444999677.16958,50000000000,0.015053458921017693,744318271.4900054,41226455.33378848,26.7355,0.32648328,5.68953781,5.40228384,iot;ethereum-ecosystem;dwf-labs-portfolio;binance-ecosystem;binance-listing;robotics,https://www.jasmy.co.jp/images/whitepaper.pdf,2021-02-11T00:00:00.000Z,2025-09-18T18:32:00.000Z
23635,binaryx-new,Four,FORM,108,token,BNB Smart Chain (BEP20),0x5b73A93b4E5e4f1FD27D8b3F8C97D69908b5E284,572301922.0959299,381867255.144574,580000000,1.9358601792366057,739241612.9887656,33195108.45681523,-11.0266,1.2823802,1.10253916,-26.0833754,gaming;binance-chain;bnb-chain-ecosystem;binance-ecosystem;binance-listing,,2023-02-22T12:30:00.000Z,2025-09-18T18:32:00.000Z
34387,ripple-usd,Ripple USD,RLUSD,109,token,XRP Ledger,524C555344000000000000000000000000000000.rMxCKbEDwqr76QuheSUMdEGf4B9xJ8m5De,729950821.4599981,729950821.4599981,,0.9996628573577144,729704723.9113126,153893095.38213065,27.4088,-0.00831606,-0.01046122,-0.01234554,stablecoin;usd-stablecoin;fiat-stablecoin,,2024-12-18T07:22:18.000Z,2025-09-18T18:33:00.000Z
1966,decentraland,Decentraland,MANA,110,token,Ethereum,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,2193179327.320146,1969729010.368757,,0.34887681494473227,687192783.4416915,46612936.46501183,17.7185,0.11420289,2.35958185,8.68882763,platform;collectibles-nfts;gaming;payments;ethereum-ecosystem;solana-ecosystem;metaverse;boostvc-portfolio;dcg-portfolio;fabric-ventures-portfolio;kenetic-capital-portfolio;polygon-ecosystem;play-to-earn;alleged-sec-securities;gnosis-chain-ecosystem;fusion-network-ecosystem;binance-ecosystem;binance-listing,https://decentraland.org/whitepaper.pdf,2017-09-17T00:00:00.000Z,2025-09-18T18:32:00.000Z
4558,flow,Flow,FLOW,111,coin,,,1609858180.9907877,1609858180.9907877,,0.42052006925740787,676977673.7648507,20984479.35714073,22.4365,0.48481083,4.96950873,2.85658044,platform;collectibles-nfts;staking;coinbase-ventures-portfolio;coinfund-portfolio;dcg-portfolio;ledgerprime-portfolio;a16z-portfolio;animoca-brands-portfolio;layer-1;alleged-sec-securities;flow-ecosystem;binance-ecosystem;binance-listing,https://www.flow.com/technical-paper,2021-01-27T00:00:00.000Z,2025-09-18T18:33:00.000Z
30494,eigenlayer,EigenLayer,EIGEN,112,token,Ethereum,0xec53bF9167f50cDEB3Ae105f56099aaaB9061F83,1748317058.1004372,338203331.55580807,,1.9520790100843868,660199624.6707034,511951204.95863825,324.5173,0.6902571,20.36434139,34.71744043,defi;ethereum-ecosystem;restaking;cmc-crypto-yearbook-2024-2025;made-in-america;binance-ecosystem;binance-listing,https://docs.eigenlayer.xyz/,2024-07-04T15:49:12.000Z,2025-09-18T18:33:00.000Z
3871,newton,AB,AB,113,token,BNB Smart Chain (BEP20),0x95034f653d5d161890836ad2b6b8cc49d14e029a,98823661261.46,77899182843.95,98823661261.46,0.008473917073218413,660111215.4911108,27932939.60713964,0.8467,0.11815182,0.24900516,0.73478457,mineable;marketplace;enterprise-solutions;bnb-chain-ecosystem;binance-alpha;binance-alpha-airdrops;binance-ecosystem,https://ab.org/files/AB%20Litepaper.pdf,2019-04-17T00:00:00.000Z,2025-09-18T18:33:00.000Z
7326,dexe,DeXe,DEXE,114,token,Ethereum,0xde4EE8057785A7e8e800Db58F9784845A5C2Cbd6,96504599.33609451,83733647.45513172,,7.835076142037621,656059503.4614917,87951167.46524088,340.6132,-0.09337472,8.9243338,13.20876032,asset-management;ai-big-data;defi;dao;ethereum-ecosystem;bnb-chain-ecosystem;binance-ecosystem;binance-listing,https://whitepaper.dexe.network/,2020-10-07T00:00:00.000Z,2025-09-18T18:32:00.000Z
36119,walrus-xyz,Walrus,WAL,115,token,Sui Network,0x356a26eb9e012a68958082340d4c4116e7f55615cf27affcff209cf0ae544f59::wal::WAL,5000000000,1446250000,5000000000,0.4503847019820062,651368875.2414764,24790394.01805045,-15.0642,-0.19065756,5.76882432,2.47816417,storage;sui-ecosystem;depin;move-vm;binance-ecosystem;binance-listing,https://docs.wal.app/walrus.pdf,2025-03-26T06:11:29.000Z,2025-09-18T18:33:00.000Z
16086,bittorrent-new,BitTorrent [New],BTT,116,token,Tron20,TAFjULxiVgT4qWk6UZwjqwZXTSaGaqnVp4,990000000000000,986061142857000,,6.538651433547698e-07,644751010.5307604,20753724.26156568,14.1908,0.38599469,1.88572515,2.43713836,platform;distributed-computing;defi;filesharing;interoperability;staking;ethereum-ecosystem;tron-ecosystem;storage;binance-launchpad;binance-labs-portfolio;web3;alleged-sec-securities;depin;tron20-ecosystem;binance-ecosystem;binance-listing,https://www.bittorrent.com/btt/btt-docs/BitTorrent_(BTT)_White_Paper_v0.8.7_Feb_2019.pdf,2019-01-31T00:00:00.000Z,2025-09-18T18:33:00.000Z
29743,based-brett,Brett (Based),BRETT,117,token,Base,0x532f27101965dd16442e59d40670faf5ebb142e4,9910236395,9910236395,10000000000,0.05810966730491958,575880539.8265556,87928700.97279349,66.6988,0.47738995,13.74882896,15.80695332,memes;base-ecosystem;binance-ecosystem;binance-listing,,2024-03-11T07:58:23.000Z,2025-09-18T18:32:00.000Z
22691,starknet-token,Starknet,STRK,118,token,Ethereum,0xCa14007Eff0dB1f8135f4C25B34De49AB0d42766,10000000000,4077130043.348971,10000000000,0.13930926992534617,567982009.7296401,44368027.63463627,28.4565,-0.17370183,3.7999182,4.8807616,privacy;zero-knowledge-proofs;dapp;ethereum-ecosystem;layer-2;rollups;modular-blockchain;starknet-ecosystem;binance-ecosystem;binance-listing,https://starknet.io/docs/,2024-02-20T12:19:19.000Z,2025-09-18T18:33:00.000Z
29587,wormhole,Wormhole,W,119,token,Ethereum,0xB0fFa8000886e57F86dd5264b9582b2Ad87b2b91,10000000000,4764852559,10000000000,0.11904365731442153,567225475.1873405,480639361.34823895,181.1664,1.29683135,25.42200568,28.69272663,collectibles-nfts;defi;interoperability;dao;ethereum-ecosystem;coinbase-ventures-portfolio;governance;solana-ecosystem;arrington-xrp-capital-portfolio;multicoin-capital-portfolio;web3;arbitrum-ecosystem;cross-chain;optimism-ecosystem;jump-crypto;base-ecosystem;cmc-crypto-yearbook-2024-2025;binance-ecosystem;binance-listing,,2024-03-29T04:25:44.000Z,2025-09-18T18:33:00.000Z
33824,maple-finance,Maple Finance,SYRUP,120,token,Ethereum,0x643C4E15d7d62Ad0aBeC4a9BD4b001aA3Ef52d66,1200275708.54902,1194802760.1163807,,0.4561834420795264,545049235.7160093,31093438.83939673,1.1746,-0.49115935,4.23471099,-0.16515318,defi;dao;ethereum-ecosystem;framework-ventures-portfolio;real-world-assets-protocols;circle-ventures-portfolio;base-ecosystem;binance-ecosystem;binance-listing,https://maplefinance.gitbook.io/maple,2024-11-06T06:16:40.000Z,2025-09-18T18:33:00.000Z
28324,dydx-chain,dYdX,DYDX,121,token,Osmosis,ibc/831F0B1BBB1D08A2B75311892876D71565478C532967545476DF4C2D7492E48C,958342745,782685244.9156303,1000000000,0.682675754933703,534320240.4482482,19057692.97208119,85.8747,0.62763012,7.54310361,5.17277668,decentralized-exchange-dex-token;layer-1;made-in-america;binance-ecosystem;binance-listing,https://docs.dydx.community/dydx-token-migration/start-here/introduction,2021-08-03T00:00:00.000Z,2025-09-18T18:33:00.000Z
3602,bitcoin-sv,Bitcoin SV,BSV,122,coin,,,19921706.25,19921706.25,,26.685544725226446,531621583.1371982,49122607.7882326,6.6791,0.03967578,3.96286598,2.22408893,mineable;pow;sha-256;medium-of-exchange;store-of-value;state-channel;bitcoin-ecosystem;2017-2018-alt-season;binance-ecosystem;binance-listing,,2018-11-09T00:00:00.000Z,2025-09-18T18:32:00.000Z
19891,usdd,USDD,USDD,123,token,Tron20,TXDk8mbtRbXeYuMNS83CfKPaYYT8XWv9Hz,519139751,519139751,,1.0005878422587808,519444923.2838508,4391561.22950898,-19.8227,0.00176922,-0.17066522,0.11693903,stablecoin;algorithmic-stablecoin;usd-stablecoin;tron20-ecosystem,https://usdd.network/USDD-en.pdf,2022-05-02T08:07:12.000Z,2025-09-18T18:32:00.000Z
26997,layerzero,LayerZero,ZRO,124,token,Ethereum,0x6985884C4392D348587B19cb9eAAf157F13271cd,1000000000,245764895.02731666,1000000000,2.0677945333239656,508191306.4204236,51310609.76029684,56.2407,0.52804963,6.36979045,2.85162446,defi;interoperability;ethereum-ecosystem;coinbase-ventures-portfolio;binance-labs-portfolio;avalanche-ecosystem;a16z-portfolio;multicoin-capital-portfolio;polygon-ecosystem;arbitrum-ecosystem;cross-chain;optimism-ecosystem;sino-global-capital;base-ecosystem;binance-ecosystem;binance-listing,https://layerzero.network/publications/LayerZero_Whitepaper_V2.1.0.pdf,2024-06-20T05:52:25.000Z,2025-09-18T18:32:00.000Z
10529,sun-token,Sun [New],SUN,125,token,Tron20,TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,19900730000,19165684469.200584,19900730000,0.02635567099042673,505124474.176582,176540255.55551845,716.0864,8.06847196,29.66068728,26.32568829,tron-ecosystem;tron20-ecosystem;binance-ecosystem;binance-listing,https://sun.io/docs/SUN_V3_Whitepaper_cn.pdf,2021-06-21T00:00:00.000Z,2025-09-18T18:33:00.000Z
36532,buildon,BUILDon,B,126,token,BNB Smart Chain (BEP20),0x6bdcce4a559076e37755a78ce0c06214e59e4444,1000000000,1000000000,,0.5032771727194364,503277172.7194364,14338074.88242307,16.7216,-0.37818476,-6.1220063,-4.9676704,memes;bnb-chain-ecosystem;ai-memes;binance-alpha;world-liberty-financial-portfolio;four-meme-ecosystem;binance-ecosystem;binance-listing;wlfi-ecosystem,,2025-05-16T08:07:37.000Z,2025-09-18T18:33:00.000Z
33391,deepbook-protocol,DeepBook Protocol,DEEP,127,token,Sui Network,0xdeeb7a4662eec9f2f3def03fb937a663dddaa2e215b8078a284d026b7946c270::deep::DEEP,10000000000,3523000000,10000000000,0.1428233965929485,503166826.1969575,28029400.01261028,87.7995,-0.03869945,5.75679929,4.89448229,decentralized-exchange-dex-token;defi;sui-ecosystem;move-vm;binance-ecosystem;binance-listing,https://drive.google.com/file/d/12JaXqshtbIgyvWIxV8j2GVRCINafqYqe/view,2024-10-10T05:43:32.000Z,2025-09-18T18:33:00.000Z
2563,trueusd,TrueUSD,TUSD,128,token,Ethereum,0x0000000000085d4780B73119b644AE5ecd22b376,494515083,494515083,,0.9964774493300399,492773128.563073,52658952.20774232,5.2109,-0.00050657,-0.10146125,-0.06833504,store-of-value;stablecoin;asset-backed-stablecoin;usd-stablecoin;fiat-stablecoin;tron20-ecosystem;binance-ecosystem;binance-listing,,2018-03-06T00:00:00.000Z,2025-09-18T18:32:00.000Z
5665,helium,Helium,HNT,129,coin,,,186216697.1158784,186216697.1158784,223000000,2.6389802685395525,491422189.3614093,8829022.76875345,37.9553,-1.39947231,2.9394002,-3.27194829,mineable;enterprise-solutions;distributed-computing;iot;solana-ecosystem;usv-portfolio;multicoin-capital-portfolio;web3;depin;made-in-america;robotics,http://docs.helium.com/,2020-06-05T00:00:00.000Z,2025-09-18T18:33:00.000Z
1376,neo,Neo,NEO,130,coin,,,100000000,70538831,,6.817877089409313,480925079.7886154,24979514.47837947,32.8461,0.19549492,3.58598007,2.62981845,platform;enterprise-solutions;defi;smart-contracts;2017-2018-alt-season;binance-ecosystem;binance-listing,https://docs.neo.org/docs/en-us/index.html,2016-09-08T00:00:00.000Z,2025-09-18T18:32:00.000Z
5632,arweave,Arweave,AR,131,coin,,,65652466,65652466,66000000,7.317935227437645,480440493.7095522,60472176.3762664,15.248,0.33911892,5.45769332,2.32788544,distributed-computing;filesharing;storage;coinbase-ventures-portfolio;solana-ecosystem;arrington-xrp-capital-portfolio;blockchain-capital-portfolio;a16z-portfolio;multicoin-capital-portfolio;web3;layer-1;egirl-capital-portfolio;depin;cmc-crypto-yearbook-2024-2025;binance-ecosystem;binance-listing,https://ar-io.net/azo-0qw6bb9u5doGdMR-atcIRV_ylJCV4K4Kwv85GO4,2020-05-27T00:00:00.000Z,2025-09-18T18:33:00.000Z
3964,reserve-rights,Reserve Rights,RSR,132,token,Ethereum,0x320623b8e4ff03373931769a31fc52a4e78b5d70,100000000000,59989001525,100000000000,0.007993223112487603,479505473.48468405,27395170.47393243,58.9552,0.39600753,8.44096266,0.13299151,store-of-value;defi;ethereum-ecosystem;coinbase-ventures-portfolio;dcg-portfolio;bitcoin-ecosystem;real-world-assets-protocols;base-ecosystem;made-in-america;binance-ecosystem;binance-listing,https://reserve.org/protocol/introduction/,2019-05-24T00:00:00.000Z,2025-09-18T18:32:00.000Z
4157,thorchain,THORChain,RUNE,133,coin,,,425380045,351297659,,1.3637703281744242,479089323.701337,52956454.26639157,26.488,0.13553739,6.6496801,6.82809109,cosmos-ecosystem;decentralized-exchange-dex-token;defi;dex;multicoin-capital-portfolio;exnetwork-capital-portfolio;injective-ecosystem;binance-ecosystem;binance-listing,https://github.com/thorchain/Resources/blob/master/Whitepapers/THORChain-Whitepaper-May2020.pdf,2019-07-23T00:00:00.000Z,2025-09-18T18:32:00.000Z
23254,core-dao,Core,CORE,134,coin,,,2093769839.0352812,1011922127.887692,2100000000,0.4721232987240369,477752013.0701839,31879946.72842,9.0648,0.50374231,4.08083608,2.89827434,layer-1,https://docs.coredao.org/core-white-paper-v1.0.5/,2023-02-08T12:26:11.000Z,2025-09-18T18:32:00.000Z
24091,zksync,ZKsync,ZK,135,token,zkSync Era,0x5A7d6b2F92C77FAD6CCaBd7EE0624E64907Eaf3E,13756836157.279495,8047444164.57235,21000000000,0.05928161260613922,477065467.4337137,29666689.54328893,37.7171,-0.07115898,2.56662747,-1.42410097,privacy;zero-knowledge-proofs;layer-2;blockchain-capital-portfolio;okx-ventures-portfolio;zksync-era-ecosystem;egirl-capital-portfolio;binance-ecosystem;binance-listing,https://docs.zksync.io/,2024-06-16T23:10:00.000Z,2025-09-18T18:33:00.000Z
18876,apecoin-ape,ApeCoin,APE,136,token,Ethereum,0x4d224452801aced8b2f0aebe155379bb5d594381,1000000000,752651515,1000000000,0.6116016547646231,460322912.0351006,43297473.85750894,27.0558,0.51893358,4.44134255,0.99406989,communications-social-media;collectibles-nfts;content-creation;gaming;entertainment;memes;dao;ethereum-ecosystem;governance;metaverse;animoca-brands-portfolio;ip-memes;binance-ecosystem;binance-listing,,2022-03-17T12:26:36.000Z,2025-09-18T18:33:00.000Z
18679,onyxcoin,Onyxcoin,XCN,137,token,Ethereum,0xA2cd3D43c775978A96BdBf12d733D5A1ED94fb18,48402432408.486084,35048862209.92514,68892071756.90897,0.01302369051138464,456465534.19822973,58950425.14295559,258.5348,-0.69805093,15.02802761,21.33943279,layer-1;made-in-america;binance-ecosystem;binance-listing,https://onyx.org/Whitepaper.pdf,2022-03-09T16:10:43.000Z,2025-09-18T18:33:00.000Z
9816,apenft,APENFT,NFT,138,token,Ethereum,0x198d14f2ad9ce69e76ea330b374de4957c3f850a,999990000000000,999990000000000,999990000000000,4.4352910234642295e-07,443524667.0553995,26717228.63253746,23.1479,0.07313004,0.12745776,-0.08402407,art;collectibles-nfts;ethereum-ecosystem;tron-ecosystem;heco-ecosystem;binance-alpha;tron20-ecosystem;binance-ecosystem,https://foundation.apenft.io/book/APENFT%20White%20Paper.pdf,2021-05-14T00:00:00.000Z,2025-09-18T18:32:00.000Z
5692,compound,Compound,COMP,139,token,Ethereum,0xc00e94cb662c3520282e6f5717214004a7f26888,10000000,9458096.03317373,,46.46423908048731,439463235.33159286,28585686.31926448,9.3235,0.11476602,4.27016528,4.43839218,defi;dao;ethereum-ecosystem;yield-farming;coinbase-ventures-portfolio;three-arrows-capital-portfolio;polychain-capital-portfolio;avalanche-ecosystem;solana-ecosystem;lending-borowing;dragonfly-capital-portfolio;alameda-research-portfolio;a16z-portfolio;pantera-capital-portfolio;paradigm-portfolio;near-protocol-ecosystem;arbitrum-ecosystem;gnosis-chain-ecosystem;sora-ecosystem;made-in-america;binance-ecosystem;binance-listing,,2020-06-16T00:00:00.000Z,2025-09-18T18:33:00.000Z
4066,chiliz,Chiliz,CHZ,140,token,Ethereum,0x3506424f91fd33084466f402d5d97f05f8e3b4af,9992377168,9992377168,,0.043758280644223366,437249244.4202739,44810882.04459558,69.0504,0.15672741,5.04512481,4.32592215,sports;communications-social-media;collectibles-nfts;content-creation;payments;layer-1;alleged-sec-securities;binance-ecosystem;binance-listing,,2019-07-01T00:00:00.000Z,2025-09-18T18:33:00.000Z
6783,axie-infinity,Axie Infinity,AXS,141,token,Ethereum,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,270000000,166424718.1967386,,2.594822386921492,431842584.5139979,46889118.17234221,2.2735,0.41427106,6.39458527,2.96137328,collectibles-nfts;gaming;ethereum-ecosystem;binance-launchpad;solana-ecosystem;metaverse;defiance-capital-portfolio;play-to-earn;animoca-brands-portfolio;harmony-ecosystem;alleged-sec-securities;ronin-ecosystem;binance-ecosystem;binance-listing;trading-card-game,https://whitepaper.axieinfinity.com/,2020-08-31T00:00:00.000Z,2025-09-18T18:32:00.000Z
6892,multiversx-egld,MultiversX,EGLD,142,coin,,,28630185,28622029.51013093,31415926,14.591976201533226,417651973.45141226,31307712.98722504,85.6405,0.34098943,5.18798255,4.6112319,pos;enterprise-solutions;distributed-computing;loyalty;gaming;identity;payments;scaling;smart-contracts;software;binance-launchpad;binance-labs-portfolio;metaverse;electric-capital-portfolio;exnetwork-capital-portfolio;mobile-payment;web3;elrond-ecosystem;layer-1;dwf-labs-portfolio;multiversx-ecosystem;depin;binance-ecosystem;binance-listing,https://files.multiversx.com/multiversx-whitepaper.pdf,2020-09-04T00:00:00.000Z,2025-09-18T18:33:00.000Z
9104,aioz-network,AIOZ Network,AIOZ,143,coin,,,1204039997.302902,1204039997.302902,,0.34676012500006936,417513059.9698375,13867379.19308557,22.8456,-0.05000868,3.32530366,11.01079428,media;platform;ai-big-data;distributed-computing;smart-contracts;video;storage;web3;generative-ai;layer-1;dwf-labs-portfolio;depin,,2021-04-02T00:00:00.000Z,2025-09-18T18:33:00.000Z
10791,ecash,eCash,XEC,144,coin,,,19921910922581,19921910922581,21000000000000,2.0548984777315995e-05,409375044.28316224,8315135.95888935,32.5774,-0.0529967,2.51998425,1.99050558,layer-1;binance-ecosystem;binance-listing,https://bitcoin.org/bitcoin.pdf,2021-07-08T00:00:00.000Z,2025-09-18T18:33:00.000Z
27657,linea,Linea,LINEA,145,token,Linea,0x1789e0043623282d5dcc7f213d703c6d8bafbb04,72009990000,15482147850,72009990000,0.02635006216199597,407955558.24871224,301896512.6897099,25.7978,0.25270508,3.75850545,11.86539709,zero-knowledge-proofs;layer-2;linea-ecosystem;binance-hodler-airdrops;binance-alpha-airdrops;binance-ecosystem;binance-listing,https://linea.build/blog/linea-tokenomics,2023-07-21T11:04:15.000Z,2025-09-18T18:33:00.000Z
5964,trust-wallet-token,Trust Wallet Token,TWT,146,token,BNB Smart Chain (BEP20),0x4b0f1812e5df2a09796481ff14017e6005508003,999860531.46,429860515.46,,0.9368061853354102,402695989.7143957,90302520.9497368,819.4668,0.22876301,20.72129692,17.54869875,wallet;solana-ecosystem;polygon-ecosystem;bnb-chain-ecosystem;binance-ecosystem;binance-listing,,2020-07-30T00:00:00.000Z,2025-09-18T18:33:00.000Z
28298,onbeam,Beam,BEAM,147,token,Ethereum,0x62D0A8458eD7719FDAF978fe5929C6D342B0bFcE,62434008330,49466004168,,0.008099574595964451,400653590.72300446,17555155.53623002,69.8682,0.33038093,6.33964869,4.16988568,gaming;ethereum-ecosystem;binance-chain;binance-launchpool;governance;play-to-earn;token;gaming-guild;spartan-group;bnb-chain-ecosystem;dwf-labs-portfolio;binance-ecosystem;binance-listing,https://docs.onbeam.com/,2021-10-29T04:07:32.000Z,2025-09-18T18:33:00.000Z
1659,gnosis-gno,Gnosis,GNO,148,token,Ethereum,0x6810e776880c02933d47db1b9fc05908e5386b96,2999934.74597423,2639076.49558166,,150.33498446283062,396745523.9594903,9667870.51285572,65.7363,-0.15445859,2.33738541,7.4421291,services;decentralized-exchange-dex-token;prediction-markets;kenetic-capital-portfolio;layer-1;gnosis-chain-ecosystem;binance-ecosystem;binance-listing,https://github.com/gnosis/research/blob/master/gnosis-whitepaper.pdf,2017-05-01T00:00:00.000Z,2025-09-18T18:33:00.000Z
27659,mog-coin,Mog Coin,MOG,149,token,Ethereum,0xaaeE1A9723aaDB7afA2810263653A34bA2C21C7a,390567526433216.7,390567526433216.7,420690000000000,9.961536190982858e-07,389065254.9587142,27844805.0749439,66.6853,-0.33454679,4.76092762,11.10959732,memes;ethereum-ecosystem;solana-ecosystem;bnb-chain-ecosystem;base-ecosystem;cat-themed;animal-memes;binance-alpha;binance-ecosystem;binance-listing,,2023-07-21T19:17:41.000Z,2025-09-18T18:32:00.000Z
8290,superverse,SuperVerse,SUPER,150,token,Ethereum,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,999998077.4169173,628412622.4169173,999998077.417,0.6129546192539165,385188419.70791674,16333769.03353009,36.2398,0.78351758,5.46794091,5.11471549,collectibles-nfts;defi;gaming;ethereum-ecosystem;launchpad;avalanche-ecosystem;polkastarter;exnetwork-capital-portfolio;superstarter;polygon-ecosystem;animoca-brands-portfolio;injective-ecosystem;base-ecosystem;made-in-america;binance-ecosystem;binance-listing;soneium-ecosystem,https://docs.superverse.co/,2021-01-20T00:00:00.000Z,2025-09-18T18:33:00.000Z
9903,convex-finance,Convex Finance,CVX,151,token,Ethereum,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,99923165.08909632,96660036.44876203,,3.9430327864350967,381133692.85548013,27885013.39761703,166.796,3.01140222,15.17137823,11.02555634,defi;ethereum-ecosystem;yield-aggregator;solana-ecosystem;binance-ecosystem;binance-listing,,2021-05-18T00:00:00.000Z,2025-09-18T18:32:00.000Z
8104,1inch,1inch,1INCH,152,token,Ethereum,0x111111111117dc0aa78b770fa6a738034120c302,1500000000,1397467210.7187192,1500000000,0.2720792881429189,380221883.89541954,21891204.89402197,42.186,0.1066936,5.2396548,3.72143233,decentralized-exchange-dex-token;defi;wallet;ethereum-ecosystem;amm;binance-labs-portfolio;avalanche-ecosystem;solana-ecosystem;blockchain-capital-portfolio;dragonfly-capital-portfolio;fabric-ventures-portfolio;alameda-research-portfolio;parafi-capital;spartan-group;bnb-chain-ecosystem;celsius-bankruptcy-estate;binance-ecosystem;binance-listing,https://1inch.linktr.sh/documentation,2020-12-25T00:00:00.000Z,2025-09-18T18:33:00.000Z
30636,zebec-network,Zebec Network,ZBCN,153,token,Solana,ZBCNpuD7YMXzTHB2fhGkGi78MNsHGLRXUhRewNRm9RU,99998836504.17941,90913571967.13272,100000000000,0.004173641055589724,379440616.4723362,14165454.36730041,7.9397,0.07107746,-1.75128989,-0.37815843,defi;payments;solana-ecosystem;real-world-assets-protocols;depin;made-in-america,https://docs.zebec.io/zebec-network-white-paper,2024-04-15T04:07:21.000Z,2025-09-18T18:33:00.000Z
32452,movement,Movement,MOVE,154,token,Ethereum,0x3073f7aAA4DB83f95e9FFf17424F71D4751a3073,10000000000,2750000000,10000000000,0.13637267318093707,375024851.24757695,41568380.25331514,4.2003,-0.14263939,7.73204091,8.24672968,ethereum-ecosystem;layer-2;binance-labs-portfolio;move-vm;made-in-america;binance-hodler-airdrops;world-liberty-financial-portfolio;binance-ecosystem;binance-listing;movement-ecosystem,https://docs.movementnetwork.xyz/,2024-07-29T03:27:27.000Z,2025-09-18T18:33:00.000Z
4846,kava,Kava,KAVA,155,token,Ethereum,0x0C356B7fD36a5357E5A017EF11887ba100C9AB76,1082853067,1082853067,,0.34611290714060783,374789423.0254934,16834271.99071926,11.8182,-0.00154512,3.33107596,-5.29021235,platform;binance-launchpad;binance-labs-portfolio;lending-borowing;arrington-xrp-capital-portfolio;framework-ventures-portfolio;hashkey-capital-portfolio;web3;layer-1;dwf-labs-portfolio;made-in-america;binance-ecosystem;binance-listing,https://docsend.com/view/gwbwpc3,2019-10-25T00:00:00.000Z,2025-09-18T18:33:00.000Z
27750,toshithecat,Toshi,TOSHI,156,token,BNB Smart Chain (BEP20),0x6a2608Dabe09bc1128EEC7275B92DFB939D5Db3f,420690000000,420678978481.2059,420690000000,0.0008781680548828219,369426840.2629331,216502047.34171927,-63.951,-0.07225799,-4.647793,48.52123224,memes;bnb-chain-ecosystem;base-ecosystem;cat-themed;animal-memes;binance-alpha;binance-alpha-airdrops;binance-ecosystem;binance-listing,,2023-08-04T09:39:48.000Z,2025-09-18T18:32:00.000Z
14101,ronin,Ronin,RON,157,coin,,,1000000000,693121119.9637812,1000000000,0.5122774666826081,355070331.439258,6560619.93322706,19.948,0.6020639,4.60669498,-0.54496864,platform;gaming;staking;layer-1;ronin-ecosystem;binance-ecosystem;binance-listing,https://docs.roninchain.com/basics/white-paper,2021-11-08T17:57:40.000Z,2025-09-18T18:32:00.000Z
